36, 	36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36,	36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36,
	36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36,	36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36,
	65, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 67,
	85, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 88,
	85, 86, 86, 86, 86, 86, 42, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42,
        85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 42, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 42, 42, 61, 61, 61, 61, 61,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 82, 42, 42, 80, 86, 86, 86, 68,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 68, 106, 106, 106, 106, 106, 106, 106, 69, 86, 86, 82, 42, 42, 80, 86, 86, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 87, 36, 36, 36, 36, 36, 36, 36, 85, 86, 86, 82, 42, 42, 80, 86, 86, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 87, 36, 36, 36, 36, 36, 36, 36, 85, 86, 86, 82, 42, 42, 80, 86, 86, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 87, 36, 36, 36, 36, 36, 36, 36, 85, 86, 86, 82, 42, 42, 80, 86, 86, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 88, 66, 66, 66, 66, 66, 66, 66, 89, 86, 86, 82, 42, 42, 80, 86, 86, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 82, 42, 42, 80, 86, 86, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 135, 136, 136, 136, 136, 136, 42, 42, 136, 136, 137, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 68, 106, 69, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 87, 36, 85, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
        85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 88, 66, 89, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
  	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
	85, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
	89, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
	86, 86, 86, 86, 86, 86, 82, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 155, 42, 42, 42, 42, 42, 42, 42, 42, 42, 157, 86, 87,
	101, 101, 101, 101, 101, 101, 42, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 175, 176, 176, 176, 176, 176, 176, 176, 176, 176, 177, 86, 87,
	42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 87,
	42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 80, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 87,
	61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 42, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 87,
	86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 87,
	105, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 107,
